line_number,book_number,original_text,verse_normalized,verse_syllabified
141,1,"Hierauf kam der Zerleger, und bracht' in erhobenen Schüsseln",hierauf kam der zerleger und bracht' in erhobenen schüsseln,hier|auf|kam|der|zer|le|ger|und|bracht'|in|er|ho|be|nen|schüs|seln
142,1,"Allerlei Fleisch, und setzte vor sie die goldenen Becher.",allerlei fleisch und setzte vor sie die goldenen becher,al|ler|lei|fleisch|und|setz|te|vor|sie|die|gol|de|nen|be|cher
143,1,Und ein geschäftiger Herold versorgte sie reichlich mit Weine.,und ein geschäftiger herold versorgte sie reichlich mit weine,und|ein|ge|schäf|ti|ger|he|rold|ver|sorg|te|sie|reich|lich|mit|wei|ne
144,1,"Jetzo kamen auch die mutigen Freier, und saßen",jetzo kamen auch die mutigen freier und saßen,jet|zo|ka|men|auch|die|mu|ti|gen|frei|er|und|sa|ßen
145,1,All' in langen Reihen auf prächtigen Thronen und Sesseln.,all' in langen reihen auf prächtigen thronen und sesseln,all'|in|lan|gen|rei|hen|auf|präch|ti|gen|thro|nen|und|ses|seln
146,1,Herolde gossen ihnen das Wasser über die Hände.,herolde gossen ihnen das wasser über die hände,he|rol|de|gos|sen|ih|nen|das|was|ser|ü|ber|die|hän|de
147,1,Aber die Mägde setzten gehäufte Körbe mit Brot auf,aber die mägde setzten gehäufte körbe mit brot auf,a|ber|die|mäg|de|setz|ten|ge|häuf|te|kör|be|mit|brot|auf
148,1,"Jünglinge füllten die Kelche bis oben mit dem Getränke,",jünglinge füllten die kelche bis oben mit dem getränke,jüng|lin|ge|füll|ten|die|kel|che|bis|o|ben|mit|dem|ge|trän|ke
149,1,Und sie erhoben die Hände zum leckerbereiteten Mahle.,und sie erhoben die hände zum leckerbereiteten mahle,und|sie|er|ho|ben|die|hän|de|zum|lec|ker|be|rei|te|ten|mah|le
150,1,"Und nachdem die Begierde des Tranks und der Speise gestillt war,",und nachdem die begierde des tranks und der speise gestillt war,und|nach|dem|die|be|gier|de|des|tranks|und|der|spei|se|ge|stillt|war
151,1,"Dachten die üppigen Freier auf neue Reize der Seelen,",dachten die üppigen freier auf neue reize der seelen,dach|ten|die|üp|pi|gen|frei|er|auf|neue|rei|ze|der|see|len
152,1,"Auf Gesang und Tanz, des Mahles liebliche Zierden.",auf gesang und tanz des mahles liebliche zierden,auf|ge|sang|und|tanz|des|mah|les|lieb|li|che|zier|den
153,1,Und ein Herold reichte die schöngebildete Harfe,und ein herold reichte die schöngebildete harfe,und|ein|he|rold|reich|te|die|schön|ge|bil|de|te|har|fe
154,1,"Phemios hin, der an Kunst des Gesangs vor allen berühmt war,",phemios hin der an kunst des gesangs vor allen berühmt war,phe|mi|os|hin|der|an|kunst|des|ge|sangs|vor|al|len|be|rühmt|war
155,1,"Phemios, der bei den Freiern gezwungen wurde zu singen.",phemios der bei den freiern gezwungen wurde zu singen,phe|mi|os|der|bei|den|frei|ern|ge|zwun|gen|wur|de|zu|sin|gen
156,1,"Prüfend durchrauscht' er die Saiten, und hub den schönen Gesang an.",prüfend durchrauscht' er die saiten und hub den schönen gesang an,prü|fend|durch|rauscht'|er|die|sai|ten|und|hub|den|schö|nen|ge|sang|an
157,1,"Aber Telemachos neigte das Haupt zu Pallas Athene,",aber telemachos neigte das haupt zu pallas athene,a|ber|te|le|ma|chos|neig|te|das|haupt|zu|pal|las|a|the|ne
158,1,"Und sprach leise zu ihr, damit es die andern nicht hörten:",und sprach leise zu ihr damit es die andern nicht hörten,und|sprach|lei|se|zu|ihr|da|mit|es|die|an|dern|nicht|hör|ten
159,1,"Lieher Gastfreund, wirst du mir auch die Rede verargen?",lieher gastfreund wirst du mir auch die rede verargen,lie|her|gast|freund|wirst|du|mir|auch|die|re|de|ver|ar|gen
160,1,Diese können sich wohl bei Saitenspiel' und Gesange,diese können sich wohl bei saitenspiel' und gesange,die|se|kön|nen|sich|wohl|bei|sai|ten|spiel'|und|ge|san|ge
161,1,"Freun, da sie ungestraft des Mannes Habe verschwelgen,",freun da sie ungestraft des mannes habe verschwelgen,freun|da|sie|un|ge|straft|des|man|nes|ha|be|ver|schwel|gen
162,1,Dessen weißes Gebein vielleicht schon an fernem Gestade,dessen weißes gebein vielleicht schon an fernem gestade,des|sen|wei|ßes|ge|bein|viel|leicht|schon|an|fer|nem|ge|sta|de
163,1,"Modert im Regen, vielleicht von den Meereswogen gewälzt wird.",modert im regen vielleicht von den meereswogen gewälzt wird,mo|dert|im|re|gen|viel|leicht|von|den|mee|res|wo|gen|ge|wälzt|wird
164,1,Sähen sie jenen einmal zurück in Ithaka kommen;,sähen sie jenen einmal zurück in ithaka kommen,sä|hen|sie|je|nen|ein|mal|zu|rück|in|i|tha|ka|kom|men
165,1,"Alle wünschten gewiß sich lieber noch schnellere Füße,",alle wünschten gewiß sich lieber noch schnellere füße,al|le|wünsch|ten|ge|wiß|sich|lie|ber|noch|schnel|le|re|fü|ße
166,1,Als noch größere Last an Gold' und prächtigen Kleidern.,als noch größere last an gold' und prächtigen kleidern,als|noch|grö|ße|re|last|an|gold'|und|präch|ti|gen|klei|dern
167,1,"Aber es war sein Verhängnis, so hinzusterben; und keine",aber es war sein verhängnis so hinzusterben und keine,a|ber|es|war|sein|ver|häng|nis|so|hin|zu|ster|ben|und|kei|ne
168,1,"Hoffnung erfreuet uns mehr, wenn auch zuweilen ein Fremdling",hoffnung erfreuet uns mehr wenn auch zuweilen ein fremdling,hoff|nung|er|freu|et|uns|mehr|wenn|auch|zu|wei|len|ein|fremd|ling
169,1,"Sagt, er komme zurück. Der Tag ist auf immer verloren!",sagt er komme zurück der tag ist auf immer verloren,sagt|er|kom|me|zu|rück|der|tag|ist|auf|im|mer|ver|lo|ren
170,1,"Aber verkündige mir, und sage die lautere Wahrheit.",aber verkündige mir und sage die lautere wahrheit,a|ber|ver|kün|di|ge|mir|und|sa|ge|die|lau|te|re|wahr|heit
171,1,"Wer, wes Volkes bist du? und wo ist deine Geburtstadt?",wer wes volkes bist du und wo ist deine geburtstadt,wer|wes|vol|kes|bist|du|und|wo|ist|dei|ne|ge|burt|s|tadt
172,1,Und in welcherlei Schiff kamst du? wie brachten die Schiffer,und in welcherlei schiff kamst du wie brachten die schiffer,und|in|wel|cher|lei|schiff|kamst|du|wie|brach|ten|die|schif|fer
173,1,Dich nach Ithaka her? was rühmen sich jene vor Leute?,dich nach ithaka her was rühmen sich jene vor leute,dich|nach|i|tha|ka|her|was|rüh|men|sich|je|ne|vor|leu|te
174,1,Denn unmöglich bist du doch hier zu Fuße gekommen!,denn unmöglich bist du doch hier zu fuße gekommen,denn|un|mög|lich|bist|du|doch|hier|zu|fu|ße|ge|kom|men
175,1,"Dann erzähle mir auch aufrichtig, damit ich es wisse:",dann erzähle mir auch aufrichtig damit ich es wisse,dann|er|zäh|le|mir|auch|auf|rich|tig|da|mit|ich|es|wis|se
176,1,"Bist du in Ithaka noch ein Neuling, oder ein Gastfreund",bist du in ithaka noch ein neuling oder ein gastfreund,bist|du|in|i|tha|ka|noch|ein|neu|ling|o|der|ein|gast|freund
177,1,Meines Vaters? Denn unser Haus besuchten von jeher,meines vaters denn unser haus besuchten von jeher,mei|nes|va|ters|denn|un|ser|haus|be|such|ten|von|je|her
178,1,"Viele Männer, und er mocht' auch mit Leuten wohl umgehn.",viele männer und er mocht' auch mit leuten wohl umgehn,vie|le|män|ner|und|er|mocht'|auch|mit|leu|ten|wohl|um|gehn
179,1,Drauf antwortete Zeus' blauäugichte Tochter Athene:,drauf antwortete zeus' blauäugichte tochter athene,drauf|ant|wor|te|te|zeus'|blau|äu|gich|te|toch|ter|a|the|ne
180,1,"Dieses will ich dir alles, und nach der Wahrheit, erzählen.",dieses will ich dir alles und nach der wahrheit erzählen,die|ses|will|ich|dir|al|les|und|nach|der|wahr|heit|er|zäh|len
181,1,"Mentes, Anchialos Sohn, des kriegserfahrenen Helden,",mentes anchialos sohn des kriegserfahrenen helden,men|tes|an|chia|los|sohn|des|kriegs|er|fah|re|nen|hel|den
182,1,"Rühm' ich mich, und beherrsche die ruderliebenden Taphos.",rühm' ich mich und beherrsche die ruderliebenden taphos,rühm'|ich|mich|und|be|herr|sche|die|ru|der|lie|ben|den|ta|phos
183,1,Jetzo schifft' ich hier an; denn ich steure mit meinen Genossen,jetzo schifft' ich hier an denn ich steure mit meinen genossen,jet|zo|schifft'|ich|hier|an|denn|ich|steu|re|mit|mei|nen|ge|nos|sen
184,1,"Über das dunkle Meer zu unverständlichen Völkern,",über das dunkle meer zu unverständlichen völkern,ü|ber|das|dunk|le|meer|zu|un|ver|ständ|li|chen|völ|kern
185,1,Mir in Temesa Kupfer für blinkendes Eisen zu tauschen.,mir in temesa kupfer für blinkendes eisen zu tauschen,mir|in|te|me|sa|kup|fer|für|blin|ken|des|ei|sen|zu|tau|schen
186,1,"Und mein Schiff liegt außer der Stadt am freien Gestade,",und mein schiff liegt außer der stadt am freien gestade,und|mein|schiff|liegt|au|ßer|der|stadt|am|frei|en|ge|sta|de
187,1,"In der reithrischen Bucht, all des waldichten Neïon Fuße.",in der reithrischen bucht all des waldichten neïon fuße,in|der|rei|thri|schen|bucht|all|des|wal|dich|ten|neïon|fu|ße
188,1,"Lange preisen wir, schon von dein Zeiten unserer Väter,",lange preisen wir schon von dein zeiten unserer väter,lan|ge|prei|sen|wir|schon|von|dein|zei|ten|un|se|rer|vä|ter
189,1,Uns Gastfreunde. Du darfst nur zum alten Helden Laertes,uns gastfreunde du darfst nur zum alten helden laertes,uns|gast|freun|de|du|darfst|nur|zum|al|ten|hel|den|la|er|tes
190,1,"Gehn und fragen; der jetzt, wie man sagt, nicht mehr in die Stadt kommt,",gehn und fragen der jetzt wie man sagt nicht mehr in die stadt kommt,gehn|und|fra|gen|der|jetzt|wie|man|sagt|nicht|mehr|in|die|stadt|kommt
191,1,"Sondern in Einsamkeit auf dem Lande sein Leben vertrauret,",sondern in einsamkeit auf dem lande sein leben vertrauret,son|dern|in|ein|sam|keit|auf|dem|lan|de|sein|le|ben|ver|trau|ret
192,1,"Bloß von der Alten bedient, die ihm sein Essen und Trinken",bloß von der alten bedient die ihm sein essen und trinken,bloß|von|der|al|ten|be|dient|die|ihm|sein|es|sen|und|trin|ken
193,1,"Vorsetzt, wann er einmal vom fruchtbaren Rebengefilde,",vorsetzt wann er einmal vom fruchtbaren rebengefilde,vor|setzt|wann|er|ein|mal|vom|frucht|ba|ren|re|ben|ge|fil|de
194,1,"Wo er den Tag hinschleicht, mit müden Gliedern zurückwankt.",wo er den tag hinschleicht mit müden gliedern zurückwankt,wo|er|den|tag|hin|schleicht|mit|mü|den|glie|dern|zu|rück|wankt
195,1,"Aber ich kam, weil es hieß, dein Vater wäre nun endlich",aber ich kam weil es hieß dein vater wäre nun endlich,a|ber|ich|kam|weil|es|hieß|dein|va|ter|wä|re|nun|end|lich
196,1,Heimgekehrt; doch ihm wehren vielleicht die Götter die Heimkehr.,heimgekehrt doch ihm wehren vielleicht die götter die heimkehr,heim|ge|kehrt|doch|ihm|weh|ren|viel|leicht|die|göt|ter|die|heim|kehr
197,1,Denn noch starb er nicht auf Erden der edle Odysseus;,denn noch starb er nicht auf erden der edle odysseus,denn|noch|starb|er|nicht|auf|er|den|der|ed|le|o|dys|seus
198,1,Sondern er lebt noch wo in einem umflossenen Eiland,sondern er lebt noch wo in einem umflossenen eiland,son|dern|er|lebt|noch|wo|in|ei|nem|um|flos|se|nen|ei|land
199,1,"Auf dem Meere der Welt; ihn halten grausame Männer,",auf dem meere der welt ihn halten grausame männer,auf|dem|mee|re|der|welt|ihn|hal|ten|grau|sa|me|män|ner
200,1,"Wilde Barbaren, die dort mit Gewalt zu bleiben ihn zwingen.",wilde barbaren die dort mit gewalt zu bleiben ihn zwingen,wil|de|ba|r|ba|ren|die|dort|mit|ge|walt|zu|blei|ben|ihn|zwin|gen
201,1,"Aber ich will dir anitzt weissagen, wie es die Götter",aber ich will dir anitzt weissagen wie es die götter,a|ber|ich|will|dir|a|nitzt|weis|sa|gen|wie|es|die|göt|ter
202,1,"Mir in die Seele gelegt, und wie's wahrscheinlich geschehn wird;",mir in die seele gelegt und wie's wahrscheinlich geschehn wird,mir|in|die|see|le|ge|legt|und|wie's|wahr|schein|lich|ge|schehn|wird
203,1,"Denn kein Seher bin ich, noch Flüge zu deuten erleuchtet.",denn kein seher bin ich noch flüge zu deuten erleuchtet,denn|kein|se|her|bin|ich|noch|flü|ge|zu|deu|ten|er|leuch|tet
204,1,Nicht mehr lange bleibt er von seiner heimischen Insel,nicht mehr lange bleibt er von seiner heimischen insel,nicht|mehr|lan|ge|bleibt|er|von|sei|ner|hei|mi|schen|in|sel
205,1,"Ferne, nicht lange mehr, und hielten ihn eiserne Bande;",ferne nicht lange mehr und hielten ihn eiserne bande,fer|ne|nicht|lan|ge|mehr|und|hiel|ten|ihn|ei|ser|ne|ban|de
206,1,"Sinnen wird er auf Flucht, und reich ist sein Geist an Erfindung.",sinnen wird er auf flucht und reich ist sein geist an erfindung,sin|nen|wird|er|auf|flucht|und|reich|ist|sein|geist|an|er|fin|dung
207,1,"Aber verkündige mir, und sage die lautere Wahrheit.",aber verkündige mir und sage die lautere wahrheit,a|ber|ver|kün|di|ge|mir|und|sa|ge|die|lau|te|re|wahr|heit
208,1,Bist du mit dieser Gestalt ein leiblicher Sohn von Odysseus?,bist du mit dieser gestalt ein leiblicher sohn von odysseus,bist|du|mit|die|ser|ge|stalt|ein|leib|li|cher|sohn|von|o|dys|seus
209,1,"Wundergleich bist du ihm, an Haupt und Glanze der Augen!",wundergleich bist du ihm an haupt und glanze der augen,wun|der|gleich|bist|du|ihm|an|haupt|und|glan|ze|der|au|gen
210,1,"Denn oft haben wir so uns zu einander gesellet,",denn oft haben wir so uns zu einander gesellet,denn|oft|ha|ben|wir|so|uns|zu|ein|an|der|ge|sel|let
211,1,Eh' er gen Troja fuhr mit den übrigen Helden Achaias.,eh' er gen troja fuhr mit den übrigen helden achaias,eh'|er|gen|tro|ja|fuhr|mit|den|üb|ri|gen|hel|den|a|chai|as
212,1,"Seitdem hab' ich Odysseus, und jener mich nicht gesehen.",seitdem hab' ich odysseus und jener mich nicht gesehen,seit|dem|hab'|ich|o|dys|seus|und|je|ner|mich|nicht|ge|se|hen
213,1,Und der verständige Jüngling Telemachos sagte dagegen:,und der verständige jüngling telemachos sagte dagegen,und|der|ver|stän|di|ge|jüng|ling|te|le|ma|chos|sag|te|da|ge|gen
214,1,"Dieses will ich dir, Freund, und nach der Wahrheit, erzählen.",dieses will ich dir freund und nach der wahrheit erzählen,die|ses|will|ich|dir|freund|und|nach|der|wahr|heit|er|zäh|len
215,1,"Meine Mutter die sagt es, er sei mein Vater; ich selber",meine mutter die sagt es er sei mein vater ich selber,mei|ne|mut|ter|die|sagt|es|er|sei|mein|va|ter|ich|sel|ber
216,1,"Weiß es nicht: denn von selbst weiß niemand, wer ihn gezeuget.",weiß es nicht denn von selbst weiß niemand wer ihn gezeuget,weiß|es|nicht|denn|von|selbst|weiß|nie|mand|wer|ihn|ge|zeu|get
217,1,"Wär ich doch lieber der Sohn von einem glücklichen Manne,",wär ich doch lieber der sohn von einem glücklichen manne,wär|ich|doch|lie|ber|der|sohn|von|ei|nem|glü|ck|li|chen|man|ne
218,1,Den bei seiner Habe das ruhige Alter beschliche!,den bei seiner habe das ruhige alter beschliche,den|bei|sei|ner|ha|be|das|ru|hi|ge|al|ter|be|schli|che
219,1,Aber der Unglückseligste aller sterblichen Menschen,aber der unglückseligste aller sterblichen menschen,a|ber|der|un|g|lück|s|e|ligs|te|al|ler|sterb|li|chen|men|schen
220,1,"Ist, wie man sagt, mein Vater; weil du mich darum befragest.",ist wie man sagt mein vater weil du mich darum befragest,ist|wie|man|sagt|mein|va|ter|weil|du|mich|da|rum|be|fra|gest
221,1,Drauf antwortete Zeus' blauäugichte Tochter Athene:,drauf antwortete zeus' blauäugichte tochter athene,drauf|ant|wor|te|te|zeus'|blau|äu|gich|te|toch|ter|a|the|ne
222,1,Nun so werden die Götter doch nicht den Namen des Hauses,nun so werden die götter doch nicht den namen des hauses,nun|so|wer|den|die|göt|ter|doch|nicht|den|na|men|des|hau|ses
223,1,"Tilgen, da solchen Sohn ihm Penelopeia geboren.",tilgen da solchen sohn ihm penelopeia geboren,til|gen|da|sol|chen|sohn|ihm|pe|ne|lo|peia|ge|bo|ren
224,1,"Aber verkündige mir, und sage die lautere Wahrheit.",aber verkündige mir und sage die lautere wahrheit,a|ber|ver|kün|di|ge|mir|und|sa|ge|die|lau|te|re|wahr|heit
225,1,"Was für ein Schmaus ist hier, und Gesellschaft? Gibst du ein Gastmahl,",was für ein schmaus ist hier und gesellschaft gibst du ein gastmahl,was|für|ein|schmaus|ist|hier|und|ge|sell|schaft|gibst|du|ein|gast|mahl
226,1,Oder ein Hochzeitfest? Denn keinem Gelag' ist es ähnlich!,oder ein hochzeitfest denn keinem gelag' ist es ähnlich,o|der|ein|hoch|zeit|fest|denn|kei|nem|ge|lag'|ist|es|ähn|lich
227,1,Dafür scheinen die Gäste mit zu unbändiger Frechheit,dafür scheinen die gäste mit zu unbändiger frechheit,da|für|schei|nen|die|gäs|te|mit|zu|un|bän|di|ger|frech|heit
228,1,Mir in dem Saale zu schwärmen. Ereifern müßte die Seele,mir in dem saale zu schwärmen ereifern müßte die seele,mir|in|dem|saa|le|zu|schwär|men|er|ei|fern|müß|te|die|see|le
229,1,"Jedes vernünftigen Manns, der solche Greuel mit ansäh!",jedes vernünftigen manns der solche greuel mit ansäh,je|des|ver|nünf|ti|gen|manns|der|sol|che|greu|el|mit|an|säh
230,1,Und der verständige Jüngling Telemachos sagte dagegen:,und der verständige jüngling telemachos sagte dagegen,und|der|ver|stän|di|ge|jüng|ling|te|le|ma|chos|sag|te|da|ge|gen
231,1,"Fremdling, weil du mich fragst, und so genau dich erkundest;",fremdling weil du mich fragst und so genau dich erkundest,fremd|ling|weil|du|mich|fragst|und|so|ge|nau|dich|er|kun|dest
232,1,Ehmals konnte dies Haus vielleicht begütert und glänzend,ehmals konnte dies haus vielleicht begütert und glänzend,eh|mals|konn|te|dies|haus|viel|leicht|be|gü|tert|und|glän|zend
233,1,"Heißen, da jener noch im Vaterlande verweilte:",heißen da jener noch im vaterlande verweilte,hei|ßen|da|je|ner|noch|im|va|ter|lan|de|ver|weil|te
234,1,"Aber nun haben es anders die grausamen Götter entschieden,",aber nun haben es anders die grausamen götter entschieden,a|ber|nun|ha|ben|es|an|ders|die|grau|sa|men|göt|ter|ent|schie|den
235,1,Welche den herrlichen Mann vor allen Menschen verdunkelt!,welche den herrlichen mann vor allen menschen verdunkelt,wel|che|den|herr|li|chen|mann|vor|al|len|men|schen|ver|dun|kelt
236,1,"Ach! ich trauerte selbst um den Tod des Vaters nicht so sehr,",ach ich trauerte selbst um den tod des vaters nicht so sehr,ach|ich|trau|er|te|selbst|um|den|tod|des|va|ters|nicht|so|sehr
237,1,"Wär' er mit seinen Genossen im Lande der Troer gefallen,",wär' er mit seinen genossen im lande der troer gefallen,wär'|er|mit|sei|nen|ge|nos|sen|im|lan|de|der|tro|er|ge|fal|len
238,1,"Oder den Freunden im Arme, nachdem er den Krieg vollendet.",oder den freunden im arme nachdem er den krieg vollendet,o|der|den|freun|den|im|ar|me|nach|dem|er|den|krieg|voll|en|det
239,1,"Denn ein Denkmal hätt' ihm das Volk der Achaier errichtet,",denn ein denkmal hätt' ihm das volk der achaier errichtet,denn|ein|denk|mal|hätt'|ihm|das|volk|der|a|chai|er|er|rich|tet
240,1,Und so wäre zugleich sein Sohn bei den Enkeln verherrlicht.,und so wäre zugleich sein sohn bei den enkeln verherrlicht,und|so|wä|re|zu|gleich|sein|sohn|bei|den|en|keln|ver|herr|licht
241,1,Aber er ward unrühmlich ein Raub der wilden Harpyen;,aber er ward unrühmlich ein raub der wilden harpyen,a|ber|er|ward|un|rühm|lich|ein|raub|der|wil|den|ha|r|pyen
242,1,"Weder gesehn, noch gehört, verschwand er, und ließ mir zum Erbteil",weder gesehn noch gehört verschwand er und ließ mir zum erbteil,we|der|ge|sehn|noch|ge|hört|ver|schwand|er|und|ließ|mir|zum|erb|teil
243,1,Jammer und Weh! Doch jetzo bewein' ich nicht jenen allein mehr;,jammer und weh doch jetzo bewein' ich nicht jenen allein mehr,jam|mer|und|weh|doch|jet|zo|be|wein'|ich|nicht|je|nen|al|lein|mehr
244,1,Ach! es bereiteten mir die Götter noch andere Leiden.,ach es bereiteten mir die götter noch andere leiden,ach|es|be|rei|te|ten|mir|die|göt|ter|noch|an|de|re|lei|den
245,1,"Alle Fürsten, so viel in diesen Inseln gebieten,",alle fürsten so viel in diesen inseln gebieten,al|le|fürs|ten|so|viel|in|die|sen|in|seln|ge|bie|ten
246,1,"In Dulichion, Same, der waldbewachsnen Zakynthos,",in dulichion same der waldbewachsnen zakynthos,in|du|li|chi|on|sa|me|der|wald|be|wachs|nen|za|kyn|thos
247,1,Und so viele hier in der felsichten Ithaka herrschen:,und so viele hier in der felsichten ithaka herrschen,und|so|vie|le|hier|in|der|fel|sich|ten|i|tha|ka|herr|schen
